 age/yr       logL   logTef grav   logTc  logrho Xc,Yc Xc_C    Xc_O    Q_conv Q_disc  logL_H Q1_H  Q2_H    logL_He Q1_He Q2_He  logL_C logL_nu Q_Tmax stage M Z Y
 2.38330E+07  4.061  3.772  1.413  8.027  3.100  0.982 2.85E-4 3.30E-4 0.0000 0.4338  4.258 0.1752 0.2399  0.000 0.0000 0.0000  0.000  0.000  0.0000          
 2.38337E+07  4.038  3.740  1.308  8.032  3.115  0.982 2.85E-4 3.30E-4 0.0000 0.4338  4.254 0.1752 0.2382  0.000 0.0000 0.0006  0.000  0.000  0.0000          
 2.38343E+07  4.007  3.704  1.193  8.036  3.129  0.982 2.85E-4 3.30E-4 0.0000 0.4338  4.249 0.1767 0.2382  0.000 0.0000 0.0015  0.000  0.000  0.0000          
 2.38349E+07  3.964  3.673  1.113  8.041  3.142  0.982 2.85E-4 3.30E-4 0.0000 0.4338  4.244 0.1782 0.2366  0.000 0.0000 0.0029  0.000  0.000  0.0000          
 2.38354E+07  3.912  3.658  1.104  8.045  3.155  0.982 2.85E-4 3.30E-4 0.0000 0.4338  4.238 0.1782 0.2366  0.000 0.0000 0.0043  0.000  0.000  0.0000          
 2.38365E+07  3.859  3.639  1.082  8.053  3.180  0.982 2.86E-4 3.30E-4 0.0000 0.4338  4.224 0.1782 0.2341  0.000 0.0000 0.0082  0.000  0.000  0.0000  Brg     
 2.38376E+07  3.989  3.615  0.857  8.061  3.205  0.982 2.87E-4 3.30E-4 0.0000 0.4338  4.211 0.1807 0.2332  0.000 0.0000 0.0131  0.000  0.000  0.0000          
 2.38382E+07  4.112  3.603  0.686  8.065  3.218  0.982 2.88E-4 3.30E-4 0.0000 0.4338  4.212 0.1815 0.2318  0.000 0.0000 0.0131  0.000  0.000  0.0000          
 2.38387E+07  4.199  3.596  0.571  8.070  3.231  0.982 2.89E-4 3.30E-4 0.0000 0.4125  4.218 0.1815 0.2318  0.000 0.0000 0.0168  0.000  0.000  0.0000          
 2.38398E+07  4.269  3.588  0.468  8.078  3.255  0.982 2.93E-4 3.30E-4 0.0000 0.3639  4.231 0.1824 0.2303  0.269 0.0000 0.0204  0.000  0.000  0.0000          
 2.38441E+07  4.329  3.584  0.390  8.110  3.345  0.981 4.23E-4 3.30E-4 0.0000 0.3286  4.268 0.1866 0.2281  1.505 0.0000 0.0308  0.000  0.000  0.0000          
 2.38512E+07  4.387  3.578  0.310  8.167  3.408  0.979 1.86E-3 3.31E-4 0.0288 0.2947  4.310 0.1937 0.2264  3.428 0.0000 0.0253  0.000  0.000  0.0000          
 2.38703E+07  4.416  3.576  0.272  8.174  3.318  0.973 6.13E-3 3.37E-4 0.0731 0.2800  4.349 0.2036 0.2312  3.537 0.0000 0.0328  0.000  0.000  0.0000  Tip     
 2.40287E+07  4.359  3.582  0.349  8.194  3.278  0.918 5.68E-2 8.21E-4 0.1034 0.2812  4.260 0.2325 0.2557  3.658 0.0000 0.0452  0.000  0.000  0.0000          
 2.41261E+07  4.300  3.587  0.427  8.199  3.261  0.872 1.01E-1 1.91E-3 0.1105 0.2818  4.168 0.2420 0.2646  3.716 0.0000 0.0453  0.000  0.000  0.0000          
 2.42272E+07  4.240  3.592  0.510  8.204  3.251  0.821 1.50E-1 3.92E-3 0.1145 0.2824  4.063 0.2488 0.2709  3.763 0.0000 0.0454  0.000  0.000  0.0000    9.9   
 2.43487E+07  4.185  3.599  0.591  8.210  3.243  0.760 2.08E-1 7.69E-3 0.1210 0.2833  3.948 0.2550 0.2766  3.807 0.0000 0.0520  0.000  0.185  0.0000          
 2.46134E+07  4.137  3.608  0.675  8.222  3.243  0.616 3.36E-1 2.32E-2 0.1300 0.2843  3.790 0.2639 0.2894  3.877 0.0000 0.0593  0.000  0.137  0.0000          
 2.46599E+07  4.137  3.610  0.681  8.224  3.244  0.590 3.57E-1 2.71E-2 0.1321 0.2845  3.775 0.2654 0.2910  3.888 0.0000 0.0593  0.000  0.137  0.0000  Bhe     
 2.48378E+07  4.186  3.624  0.687  8.234  3.253  0.490 4.38E-1 4.73E-2 0.1361 0.2880  3.807 0.2697 0.2977  3.925 0.0000 0.0595  0.000  0.186  0.0000          
 2.48542E+07  4.241  3.641  0.698  8.235  3.254  0.482 4.43E-1 4.94E-2 0.1370 0.2889  3.877 0.2701 0.2997  3.926 0.0000 0.0595  0.000  0.241  0.0000          
 2.48608E+07  4.277  3.676  0.805  8.235  3.254  0.479 4.46E-1 5.03E-2 0.1373 0.2889  3.921 0.2701 0.2998  3.927 0.0000 0.0595  0.000  0.277  0.0000          
 2.48625E+07  4.284  3.699  0.890  8.235  3.254  0.478 4.47E-1 5.05E-2 0.1373 0.2889  3.934 0.2701 0.3006  3.927 0.0000 0.0595  0.000  0.284  0.0000          
 2.48647E+07  4.290  3.729  1.003  8.235  3.255  0.476 4.48E-1 5.09E-2 0.1374 0.2889  3.950 0.2701 0.3006  3.926 0.0000 0.0595  0.000  0.290  0.0000          
 2.48668E+07  4.294  3.756  1.107  8.236  3.255  0.475 4.49E-1 5.12E-2 0.1374 0.2898  3.965 0.2705 0.3015  3.926 0.0000 0.0595  0.000  0.294  0.0000          
 2.48698E+07  4.298  3.788  1.230  8.236  3.255  0.473 4.50E-1 5.16E-2 0.1375 0.2898  3.982 0.2705 0.3015  3.926 0.0000 0.0595  0.000  0.298  0.0000          
 2.48728E+07  4.300  3.815  1.336  8.236  3.255  0.472 4.51E-1 5.21E-2 0.1375 0.2898  3.997 0.2705 0.3025  3.927 0.0000 0.0595  0.000  0.300  0.0000          
 2.48773E+07  4.302  3.846  1.460  8.236  3.256  0.469 4.53E-1 5.27E-2 0.1376 0.2898  4.013 0.2705 0.3040  3.928 0.0000 0.0595  0.000  0.302  0.0000          
 2.48832E+07  4.303  3.874  1.571  8.236  3.257  0.466 4.56E-1 5.36E-2 0.1377 0.2904  4.028 0.2708 0.3040  3.929 0.0000 0.0595  0.000  0.303  0.0000          
 2.48908E+07  4.303  3.898  1.663  8.237  3.257  0.461 4.59E-1 5.48E-2 0.1377 0.2912  4.040 0.2708 0.3056  3.931 0.0000 0.0595  0.000  0.303  0.0000          
 2.49007E+07  4.305  3.917  1.739  8.238  3.258  0.455 4.63E-1 5.64E-2 0.1377 0.2923  4.048 0.2712 0.3056  3.934 0.0000 0.0595  0.000  0.305  0.0000          
 2.49137E+07  4.307  3.933  1.802  8.238  3.259  0.448 4.69E-1 5.85E-2 0.1377 0.2924  4.054 0.2716 0.3070  3.937 0.0000 0.0595  0.000  0.307  0.0000          
 2.49390E+07  4.312  3.957  1.892  8.240  3.261  0.432 4.80E-1 6.29E-2 0.1378 0.2947  4.061 0.2727 0.3098  3.944 0.0000 0.0595  0.000  0.312  0.0000          
 2.49638E+07  4.315  3.973  1.952  8.242  3.264  0.417 4.90E-1 6.75E-2 0.1378 0.2959  4.064 0.2734 0.3116  3.951 0.0000 0.0595  0.000  0.315  0.0000          
 2.50077E+07  4.320  3.991  2.019  8.245  3.267  0.392 5.07E-1 7.62E-2 0.1394 0.2983  4.066 0.2749 0.3117  3.963 0.0000 0.0673  0.000  0.320  0.0000          
 2.50465E+07  4.321  3.995  2.035  8.248  3.271  0.370 5.20E-1 8.45E-2 0.1404 0.3000  4.066 0.2762 0.3042  3.972 0.0000 0.0673  0.000  0.321  0.0000  LpT     
 2.51360E+07  4.320  3.980  1.974  8.255  3.280  0.322 5.46E-1 1.06E-1 0.1435 0.3028  4.052 0.2784 0.3043  3.992 0.0000 0.0673  0.000  0.320  0.0000          
 2.52117E+07  4.320  3.963  1.906  8.262  3.293  0.278 5.67E-1 1.30E-1 0.1447 0.3044  4.034 0.2802 0.3060  4.009 0.0000 0.0674  0.000  0.320  0.0000          
 2.52967E+07  4.320  3.947  1.843  8.270  3.308  0.232 5.82E-1 1.61E-1 0.1468 0.3061  4.015 0.2821 0.3075  4.028 0.0000 0.0765  0.000  0.320  0.0000          
 2.53799E+07  4.320  3.930  1.775  8.278  3.325  0.191 5.87E-1 1.97E-1 0.1499 0.3076  3.994 0.2839 0.3083  4.046 0.0000 0.0765  0.000  0.621  0.0000    9.8   
 2.54455E+07  4.319  3.913  1.707  8.286  3.342  0.158 5.85E-1 2.32E-1 0.1515 0.3077  3.975 0.2851 0.3084  4.060 0.0000 0.0766  0.000  0.620  0.0000          
 2.54979E+07  4.316  3.895  1.639  8.293  3.357  0.134 5.78E-1 2.63E-1 0.1531 0.3085  3.957 0.2857 0.3095  4.071 0.0000 0.0766  0.000  0.617  0.0000          
 2.55390E+07  4.314  3.877  1.569  8.299  3.370  0.116 5.68E-1 2.90E-1 0.1546 0.3096  3.939 0.2863 0.3096  4.080 0.0000 0.0847  0.000  0.615  0.0000          
 2.55710E+07  4.311  3.860  1.504  8.304  3.381  0.102 5.59E-1 3.13E-1 0.1556 0.3096  3.924 0.2869 0.3096  4.087 0.0000 0.0847  0.000  0.788  0.0000          
 2.56123E+07  4.306  3.831  1.392  8.311  3.399  0.084 5.44E-1 3.46E-1 0.1562 0.3097  3.900 0.2877 0.3097  4.094 0.0000 0.0847  0.000  0.783  0.0000          
 2.56312E+07  4.302  3.814  1.328  8.314  3.408  0.077 5.36E-1 3.62E-1 0.1565 0.3097  3.886 0.2879 0.3097  4.098 0.0000 0.0847  0.000  0.779  0.0000          
 2.56497E+07  4.299  3.796  1.259  8.318  3.417  0.070 5.26E-1 3.79E-1 0.1567 0.3098  3.871 0.2882 0.3098  4.101 0.0000 0.0847  0.000  0.776  0.0000          
 2.56669E+07  4.294  3.775  1.181  8.321  3.426  0.063 5.17E-1 3.94E-1 0.1568 0.3108  3.854 0.2886 0.3098  4.104 0.0000 0.0847  0.000  0.896  0.0000          
 2.56834E+07  4.285  3.744  1.066  8.325  3.435  0.057 5.08E-1 4.10E-1 0.1575 0.3109  3.829 0.2889 0.3088  4.109 0.0000 0.0847  0.000  0.887  0.0000          
 2.56903E+07  4.279  3.726  1.000  8.326  3.440  0.054 5.03E-1 4.18E-1 0.1577 0.3109  3.818 0.2889 0.3089  4.109 0.0000 0.0847  0.000  0.881  0.0000          
 2.56972E+07  4.272  3.703  0.915  8.328  3.443  0.052 4.99E-1 4.24E-1 0.1579 0.3109  3.797 0.2891 0.3089  4.111 0.0000 0.0847  0.000  0.874  0.0000          
 2.57024E+07  4.265  3.684  0.845  8.329  3.446  0.050 4.95E-1 4.30E-1 0.1580 0.3109  3.791 0.2891 0.3089  4.111 0.0000 0.0848  0.000  0.964  0.0000          
 2.57059E+07  4.253  3.664  0.777  8.330  3.449  0.049 4.93E-1 4.33E-1 0.1580 0.3109  3.770 0.2891 0.3089  4.112 0.0000 0.0848  0.000  0.951  0.0000          
 2.57119E+07  4.230  3.644  0.721  8.331  3.453  0.047 4.89E-1 4.39E-1 0.1581 0.3109  3.728 0.2893 0.3082  4.113 0.0000 0.0848  0.000  0.929  0.0000          
 2.57179E+07  4.195  3.631  0.703  8.333  3.457  0.044 4.85E-1 4.45E-1 0.1582 0.3110  3.660 0.2894 0.3082  4.115 0.0000 0.0848  0.000  0.974  0.0000          
 2.57240E+07  4.155  3.619  0.694  8.334  3.461  0.042 4.81E-1 4.51E-1 0.1584 0.3105  3.547 0.2894 0.3075  4.115 0.0000 0.0926  0.000  0.933  0.0000          
 2.57392E+07  4.185  3.605  0.610  8.338  3.472  0.037 4.70E-1 4.68E-1 0.1586 0.3105  3.385 0.2898 0.3061  4.117 0.0000 0.0926  0.000  0.963  0.0000          
 2.58502E+07  4.236  3.596  0.522  8.413  3.698  0.002 3.76E-1 5.95E-1 0.1373 0.3111  3.546 0.2913 0.3044  4.038 0.0000 0.1677  0.000  1.537  0.0000          
 2.58566E+07  4.258  3.593  0.487  8.452  3.832  0.000 3.72E-1 6.01E-1 0.0789 0.3109  3.643 0.2916 0.3031  3.402 0.0000 0.1917  0.000  1.837  0.0000  Ehe     
 2.58734E+07  4.325  3.586  0.391  8.532  4.298  0.000 3.72E-1 6.01E-1 0.0000 0.3110  1.968 0.2920 0.3013  4.311 0.0991 0.2006  0.000  2.374  0.0000          
 2.58795E+07  4.387  3.579  0.304  8.555  4.426  0.000 3.72E-1 6.01E-1 0.0000 0.3110  0.688 0.2920 0.2995  4.362 0.1037 0.2007  0.000  2.524  0.0000          
 2.58880E+07  4.456  3.573  0.210  8.590  4.602  0.000 3.72E-1 6.01E-1 0.0000 0.3111  0.000 0.2921 0.2972  4.420 0.1143 0.1984  0.000  2.766  0.0000          
 2.58991E+07  4.522  3.566  0.115  8.640  4.841  0.000 3.72E-1 6.01E-1 0.0000 0.3051  0.000 0.2922 0.0000  4.480 0.1267 0.1985  0.000  3.143  0.0000          
 2.59108E+07  4.578  3.560  0.037  8.702  5.152  0.000 3.72E-1 6.01E-1 0.0000 0.3017  0.000 0.2923 0.0000  4.535 0.1419 0.1967  0.000  3.643  0.0000          
 2.59234E+07  4.633  3.554 -0.044  8.840  5.453  0.000 3.72E-1 6.01E-1 0.0404 0.2991  0.000 0.2925 0.0000  4.476 0.1581 0.1900  4.758  4.526  0.0000          
 2.59433E+07  4.689  3.548 -0.123  8.844  5.291  0.000 3.72E-1 6.01E-1 0.0812 0.2952  0.000 0.2928 0.0000  4.601 0.1674 0.1951  4.759  4.695  0.0000          
 2.60404E+07  4.727  3.546 -0.172  8.854  5.179  0.000 3.72E-1 6.01E-1 0.1021 0.2644  0.000 0.2644 0.0000  4.603 0.2014 0.2308  5.028  4.977  0.0000    9.7   
